MATCH_ID,SEASON,CITY,DATE,TEAM1,TEAM2,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER
479,2014,Mumbai,03/05/14,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians
480,2014,Delhi,03/05/14,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
481,2014,Bangalore,04/05/14,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
482,2014,Ahmedabad,05/05/14,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals
483,2014,Delhi,05/05/14,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
484,2014,Mumbai,06/05/14,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians
485,2014,Delhi,07/05/14,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders
486,2014,Cuttack,07/05/14,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab
487,2014,Ahmedabad,08/05/14,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad
488,2014,Bangalore,09/05/14,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab
489,2014,Delhi,10/05/14,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
490,2014,Mumbai,10/05/14,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
491,2014,Cuttack,11/05/14,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
492,2014,Bangalore,11/05/14,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals
493,2014,Hyderabad,12/05/14,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians
494,2014,Ranchi,13/05/14,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings
495,2014,Bangalore,13/05/14,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore
496,2014,Hyderabad,14/05/14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
497,2014,Cuttack,14/05/14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
498,2014,Ahmedabad,15/05/14,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals
499,2014,Ranchi,18/05/14,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore
500,2014,Hyderabad,18/05/14,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders
501,2014,Ahmedabad,19/05/14,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians
502,2014,Delhi,19/05/14,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
503,2014,Hyderabad,20/05/14,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad
504,2014,Kolkata,20/05/14,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
505,2014,Chandigarh,21/05/14,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
506,2014,Kolkata,22/05/14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders
507,2014,Ranchi,22/05/14,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
508,2014,Mumbai,23/05/14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
509,2014,Chandigarh,23/05/14,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab
510,2014,Bangalore,24/05/14,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
511,2014,Kolkata,24/05/14,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
512,2014,Chandigarh,25/05/14,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
513,2014,Mumbai,25/05/14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
514,2014,Kolkata,27/05/14,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders
515,2014,Mumbai,28/05/14,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
516,2014,Mumbai,30/05/14,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab
517,2014,Bangalore,01/06/14,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
518,2015,Kolkata,08/04/15,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
519,2015,Chennai,09/04/15,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings
520,2015,Pune,10/04/15,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals
521,2015,Chennai,11/04/15,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings
522,2015,Kolkata,11/04/15,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
523,2015,Delhi,12/04/15,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
524,2015,Mumbai,12/04/15,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab
525,2015,Bangalore,13/04/15,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
526,2015,Ahmedabad,14/04/15,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals
527,2015,Kolkata,30/04/15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
528,2015,Pune,15/04/15,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils
529,2015,Visakhapatnam,16/04/15,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
530,2015,Mumbai,17/04/15,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings
531,2015,Visakhapatnam,18/04/15,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils
532,2015,Pune,18/04/15,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
533,2015,Ahmedabad,19/04/15,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals
534,2015,Bangalore,19/04/15,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians
535,2015,Delhi,20/04/15,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
536,2015,Ahmedabad,21/04/15,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,Kings XI Punjab
537,2015,Visakhapatnam,22/04/15,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad
538,2015,Bangalore,22/04/15,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Chennai Super Kings
539,2015,Delhi,23/04/15,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils
540,2015,Ahmedabad,24/04/15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
541,2015,Mumbai,25/04/15,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Mumbai Indians
542,2015,Chennai,25/04/15,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings
543,2015,Delhi,26/04/15,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
544,2015,Chandigarh,27/04/15,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad
545,2015,Kolkata,07/05/15,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
546,2015,Bangalore,29/04/15,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,
547,2015,Chennai,28/04/15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings
548,2015,Delhi,01/05/15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
549,2015,Mumbai,01/05/15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians
550,2015,Bangalore,02/05/15,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
551,2015,Hyderabad,02/05/15,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad
552,2015,Chandigarh,03/05/15,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians
553,2015,Mumbai,03/05/15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals
554,2015,Chennai,04/05/15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings
555,2015,Kolkata,04/05/15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders
556,2015,Mumbai,05/05/15,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians
557,2015,Bangalore,06/05/15,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
558,2015,Mumbai,07/05/15,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad
559,2015,Chennai,08/05/15,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians
560,2015,Kolkata,09/05/15,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders
561,2015,Raipur,09/05/15,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
562,2015,Mumbai,10/05/15,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
563,2015,Chennai,10/05/15,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings
564,2015,Hyderabad,11/05/15,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
565,2015,Raipur,12/05/15,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils
566,2015,Chandigarh,13/05/15,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab
567,2015,Mumbai,14/05/15,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians
568,2015,Hyderabad,15/05/15,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore
569,2015,Chandigarh,16/05/15,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings
570,2015,Mumbai,16/05/15,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals
571,2015,Bangalore,17/05/15,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,
572,2015,Hyderabad,17/05/15,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians
573,2015,Mumbai,19/05/15,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians
574,2015,Pune,20/05/15,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
575,2015,Ranchi,22/05/15,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
576,2015,Kolkata,24/05/15,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians
577,2016,Mumbai,09/04/16,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,Rising Pune Supergiants
578,2016,Kolkata,10/04/16,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
579,2016,Chandigarh,11/04/16,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
580,2016,Bangalore,12/04/16,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore
581,2016,Kolkata,13/04/16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
582,2016,Rajkot,14/04/16,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,Gujarat Lions
583,2016,Delhi,15/04/16,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
584,2016,Hyderabad,16/04/16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders
585,2016,Mumbai,16/04/16,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
586,2016,Chandigarh,17/04/16,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,Kings XI Punjab
587,2016,Bangalore,17/04/16,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
588,2016,Hyderabad,18/04/16,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
589,2016,Chandigarh,19/04/16,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
590,2016,Mumbai,20/04/16,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
591,2016,Rajkot,21/04/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
592,2016,Pune,22/04/16,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Royal Challengers Bangalore
593,2016,Delhi,23/04/16,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils
594,2016,Hyderabad,23/04/16,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
595,2016,Rajkot,24/04/16,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,Gujarat Lions
596,2016,Pune,24/04/16,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
597,2016,Chandigarh,25/04/16,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians
598,2016,Hyderabad,26/04/16,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
599,2016,Delhi,27/04/16,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Gujarat Lions
600,2016,Mumbai,28/04/16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
601,2016,Pune,29/04/16,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
602,2016,Delhi,30/04/16,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils
603,2016,Hyderabad,30/04/16,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad
604,2016,Rajkot,01/05/16,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab
605,2016,Pune,01/05/16,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
606,2016,Bangalore,02/05/16,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
607,2016,Rajkot,03/05/16,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
608,2016,Kolkata,04/05/16,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders
609,2016,Delhi,05/05/16,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
610,2016,Hyderabad,06/05/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
611,2016,Bangalore,07/05/16,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
612,2016,Chandigarh,07/05/16,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab
613,2016,Visakhapatnam,08/05/16,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad
614,2016,Kolkata,08/05/16,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
615,2016,Chandigarh,09/05/16,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
616,2016,Visakhapatnam,10/05/16,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
617,2016,Bangalore,11/05/16,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
618,2016,Hyderabad,12/05/16,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
619,2016,Visakhapatnam,13/05/16,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab
620,2016,Bangalore,14/05/16,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore
621,2016,Kolkata,14/05/16,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,Kolkata Knight Riders
622,2016,Chandigarh,15/05/16,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad
623,2016,Visakhapatnam,15/05/16,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
624,2016,Kolkata,16/05/16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
625,2016,Visakhapatnam,17/05/16,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
626,2016,Bangalore,18/05/16,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
627,2016,Kanpur,19/05/16,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
628,2016,Raipur,20/05/16,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
629,2016,Visakhapatnam,21/05/16,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,Rising Pune Supergiants
630,2016,Kanpur,21/05/16,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
631,2016,Kolkata,22/05/16,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders
632,2016,Raipur,22/05/16,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
633,2016,Bangalore,24/05/16,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
634,2016,Delhi,25/05/16,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad
635,2016,Delhi,27/05/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
636,2016,Bangalore,29/05/16,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad